id,product_name,retail_price,image,description,brand
890,ARRA Solid Wood 7 Seater Sofa,36700,"[""http://img6a.flixcart.com/image/sofa-sectional/3/v/6/arra0294-cherry-hardwood-arra-black-black-1100x1100-imaeduufsfhvrpe2.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/3/v/6/arra0294-cherry-hardwood-arra-black-black-original-imaeduufsfhvrpe2.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/3/v/6/arra0294-cherry-hardwood-arra-black-black-original-imaeduufu7rpf5qj.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/3/v/6/arra0294-cherry-hardwood-arra-black-black-original-imaeduufhuufmduy.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/3/v/6/arra0294-cherry-hardwood-arra-black-black-original-imaeduufcjnnhgrd.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/3/v/6/arra0294-cherry-hardwood-arra-black-black-original-imaeduufzwmwhq5d.jpeg""]",Buy ARRA Solid Wood 7 Seater Sofa for Rs.36700 online. ARRA Solid Wood 7 Seater Sofa at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,ARRA
891,Durian Berry Solid Wood 1 Seater Sofa,23100,"[""http://img6a.flixcart.com/image/sofa-sectional/u/w/w/berry-55001-c-1-plywood-durian-dark-brown-dark-brown-1100x1100-imae88kh495ufgcc.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/u/w/w/berry-55001-c-1-plywood-durian-dark-brown-dark-brown-original-imae88kh495ufgcc.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/u/w/w/berry-55001-c-1-leatherette-durian-dark-brown-dark-brown-original-imae998ypmevyahu.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/u/w/w/berry-55001-c-1-plywood-durian-dark-brown-dark-brown-original-imae88khbepfs4sj.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/u/w/w/berry-55001-c-1-plywood-durian-dark-brown-dark-brown-original-imae88khegwpkgtp.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/u/w/w/berry-55001-c-1-plywood-durian-dark-brown-dark-brown-original-imae88kh2kberayj.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/u/w/w/berry-55001-c-1-plywood-durian-dark-brown-dark-brown-original-imae8uhxs2zfkd4a.jpeg""]","Durian Berry Solid Wood 1 Seater Sofa (Finish Color - Coffee Brown)
                         Price: Rs. 15,015
				
			Engineered with high resilience seating this sofa has unique armrest.Its simple & minimalist design is it highlight.
Engineered with high resilience seating this sofa has unique armrest.Its simple & minimalist design is it highlight.",Durian
892,Durian Leather 2 Seater Sofa,250500,"[""http://img6a.flixcart.com/image/sofa-sectional/y/u/v/soho-sofa-2-semi-aniline-leather-durian-red-blood-red-original-imaee74pahmcxqtz.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/y/u/v/soho-sofa-2-semi-aniline-leather-durian-red-blood-red-original-imaee74pahmcxqtz.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/y/u/v/soho-sofa-2-semi-aniline-leather-durian-red-blood-red-original-imaee74ppngsem4s.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/y/u/v/soho-sofa-2-semi-aniline-leather-durian-red-blood-red-original-imaee74qqhtwggag.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/y/u/v/soho-sofa-2-semi-aniline-leather-durian-red-blood-red-original-imaee74q2b8cr4uv.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/y/u/v/soho-sofa-2-semi-aniline-leather-durian-red-blood-red-original-imaee74p7hzfzjgp.jpeg""]","Durian Leather 2 Seater Sofa (Finish Color - BLOOD RED)
                         Price: Rs. 162,825
				
			This highly refined, smooth Red full leather sofa will add modern appeal to any home.High density seating foam and premium quality material make this piece not only stylish, but extremely comfortable.Sofa Wrapped in sumptuously leather and constructed with double-stitching tailoring.Comes with the best click clack mechanism headrest & wide arm rest for extra comfort. The multi-purpose sit, lay, and snack make this sofa an ultimate comfort piece for your home.From holiday company, to family movie time this sofa will be an enjoyable comfort that creates good times.
This highly refined, smooth Red full leather sofa will add modern appeal to any home.High density seating foam and premium quality material make this piece not only stylish, but extremely comfortable.Sofa Wrapped in sumptuously leather and constructed with double-stitching tailoring.Comes with the best click clack mechanism headrest & wide arm rest for extra comfort. The multi-purpose sit, lay, and snack make this sofa an ultimate comfort piece for your home.From holiday company, to family movie time this sofa will be an enjoyable comfort that creates good times.",Durian
893,Durian Berry Solid Wood 2 Seater Sofa,42000,"[""http://img6a.flixcart.com/image/sofa-sectional/e/b/f/berry-55014-c-2-plywood-durian-dark-brown-dark-brown-original-imae8e4z9w7jfxsa.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/e/b/f/berry-55014-c-2-plywood-durian-dark-brown-dark-brown-original-imae8e4z9w7jfxsa.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/e/b/f/berry-55014-c-2-leatherette-durian-dark-brown-dark-brown-original-imae998yydt3h53c.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/e/b/f/berry-55014-c-2-plywood-durian-dark-brown-dark-brown-original-imae8e4zhhex8zkw.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/e/b/f/berry-55014-c-2-plywood-durian-dark-brown-dark-brown-original-imae8e4z3xwhb6fs.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/t/z/h/berry-55014-c-1-plywood-durian-dark-brown-dark-brown-original-imae8e4zbwkxnyzf.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/e/b/f/berry-55014-c-2-plywood-durian-dark-brown-dark-brown-original-imae8uhxufzfpybg.jpeg""]",Buy Durian Berry Solid Wood 2 Seater Sofa for Rs.27300 online. Durian Berry Solid Wood 2 Seater Sofa at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Durian
894,Durian Salina Leatherette 2 Seater Sofa,54300,"[""http://img5a.flixcart.com/image/sofa-sectional/b/b/h/salina-2-plywood-durian-beige-beige-1100x1100-imae8e4zb43ghfss.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/b/b/h/salina-2-plywood-durian-beige-beige-original-imae8e4zb43ghfss.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/b/b/h/salina-2-leatherette-durian-beige-beige-original-imae998ysnwf2jvf.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/b/b/h/salina-2-plywood-durian-beige-beige-original-imae8e4zfjdhvzah.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/b/b/h/salina-2-plywood-durian-beige-beige-original-imae8e4zkztbthgx.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/g/f/n/salina-3-plywood-durian-beige-beige-original-imae8e4z5xfazteu.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/g/f/n/salina-3-plywood-durian-beige-beige-original-imae8trnpakks3zn.jpeg""]","Durian Salina Leatherette 2 Seater Sofa (Finish Color - Pebble Beige)
                         Price: Rs. 35,295
				
			It comes with a luxurious upholstery which offers a comfortable seating experience
It comes with a luxurious upholstery which offers a comfortable seating experience",Durian
895,Durian Fabric 1 Seater Sofa,23400,"[""http://img5a.flixcart.com/image/sofa-sectional/t/8/f/raven-chenille-durian-grey-dark-grey-1100x1100-imaee86h44gysav5.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/t/8/f/raven-chenille-durian-grey-dark-grey-original-imaee86h44gysav5.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/t/8/f/raven-chenille-durian-grey-dark-grey-original-imaee86hdthrgafe.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/t/8/f/raven-chenille-durian-grey-dark-grey-original-imaee86hjvhgq6uu.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/t/8/f/raven-chenille-durian-grey-dark-grey-original-imaee86h6bhbat6w.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/t/8/f/raven-chenille-durian-grey-dark-grey-original-imaee86hzherbdf6.jpeg""]",Buy Durian Fabric 1 Seater Sofa for Rs.15210 online. Durian Fabric 1 Seater Sofa at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Durian
896,Durian Fabric 3 Seater Sofa,73800,"[""http://img5a.flixcart.com/image/sofa-sectional/f/g/g/clinton-3-velvet-durian-grey-brown-utopia-grey-bistre-original-imaee74zaumdcuh8.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/f/g/g/clinton-3-velvet-durian-grey-brown-utopia-grey-bistre-original-imaee74zaumdcuh8.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/f/g/g/clinton-3-velvet-durian-grey-brown-utopia-grey-bistre-original-imaee74zxnrmaghf.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/f/g/g/clinton-3-velvet-durian-grey-brown-utopia-grey-bistre-original-imaee74zfucffhft.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/f/g/g/clinton-3-velvet-durian-grey-brown-utopia-grey-bistre-original-imaee74zzs2vnygw.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/f/g/g/clinton-3-velvet-durian-grey-brown-utopia-grey-bistre-original-imaee74zdwdrtc5g.jpeg""]",Buy Durian Fabric 3 Seater Sofa for Rs.47970 online. Durian Fabric 3 Seater Sofa at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Durian
897,ARRA Solid Wood 6 Seater Sofa,53300,"[""http://img6a.flixcart.com/image/sofa-sectional/k/e/q/arra0231-cherry-hardwood-arra-black-black-1100x1100-imaeduufune4sgg8.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/k/e/q/arra0231-cherry-hardwood-arra-black-black-original-imaeduufune4sgg8.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/k/e/q/arra0231-cherry-hardwood-arra-black-black-original-imaeduufnbmjbhbn.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/k/e/q/arra0231-cherry-hardwood-arra-black-black-original-imaeduue9cevtea9.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/k/e/q/arra0231-cherry-hardwood-arra-black-black-original-imaeduufqnkbff3q.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/k/e/q/arra0231-cherry-hardwood-arra-black-black-original-imaeduuecyu37psv.jpeg""]",Buy ARRA Solid Wood 6 Seater Sofa for Rs.53300 online. ARRA Solid Wood 6 Seater Sofa at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,ARRA
898,ARRA Solid Wood 3 Seater Sofa,21400,"[""http://img5a.flixcart.com/image/sofa-sectional/j/j/v/arra0179-cherry-hardwood-arra-purple-purple-1100x1100-imaebsff6zztee6n.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/j/j/v/arra0179-cherry-hardwood-arra-purple-purple-original-imaebsff6zztee6n.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/j/j/v/arra0179-cherry-hardwood-arra-purple-purple-original-imaebsffmf5vdznv.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/j/j/v/arra0179-cherry-hardwood-arra-purple-purple-original-imaeduucejgzh3gs.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/j/j/v/arra0179-cherry-hardwood-arra-purple-purple-original-imaebsfyz96zjwag.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/j/j/v/arra0179-cherry-hardwood-arra-purple-purple-original-imaebsffknhh3gxq.jpeg""]",Buy ARRA Solid Wood 3 Seater Sofa for Rs.21400 online. ARRA Solid Wood 3 Seater Sofa at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,ARRA
899,ARRA Solid Wood 4 Seater Sofa,43100,"[""http://img6a.flixcart.com/image/sofa-sectional/f/w/y/arra0232-cherry-hardwood-arra-black-black-1100x1100-imaebsfybsnd2znm.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/f/w/y/arra0232-cherry-hardwood-arra-black-black-original-imaebsfybsnd2znm.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/f/w/y/arra0232-cherry-hardwood-arra-black-black-original-imaebsfycgputhzr.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/f/w/y/arra0232-cherry-hardwood-arra-black-black-original-imaeduuew5hp4yyz.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/f/w/y/arra0232-cherry-hardwood-arra-black-black-original-imaeduuets7kpgrp.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/f/w/y/arra0232-cherry-hardwood-arra-black-black-original-imaeduueseenhjar.jpeg""]","ARRA Solid Wood 4 Seater Sofa (Finish Color - Black)
                         Price: Rs. 43,100
				
			ARRA offers Lexus Sofa Set Black 2+1+1 Black. Style Elegance is what this sofa cum bed will bestow. Impress your guests with this designer sofa cum bed. Assure comfort and quality by buying this sofa cum bed.
ARRA offers Lexus Sofa Set Black 2+1+1 Black. Style Elegance is what this sofa cum bed will bestow. Impress your guests with this designer sofa cum bed. Assure comfort and quality by buying this sofa cum bed.",ARRA
900,Durian Richmond Leatherette 1 Seater Sofa,38080,"[""http://img6a.flixcart.com/image/sofa-sectional/u/m/x/richmond-1-plywood-durian-black-black-1100x1100-imae8e4z8uyunbee.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/u/m/x/richmond-1-plywood-durian-black-black-original-imae8e4z8uyunbee.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/u/m/x/richmond-1-leatherette-durian-black-black-original-imae998ynh7dyzgg.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/u/m/x/richmond-1-plywood-durian-black-black-original-imae8e4zuccqfjef.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/u/m/x/richmond-1-plywood-durian-black-black-original-imae8e4z4dzagad7.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/4/u/v/richmond-3-plywood-durian-black-black-original-imae8e4zug6fqaa2.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/u/m/x/richmond-1-plywood-durian-black-black-original-imae8uhxzhzrnsbs.jpeg""]",Buy Durian Richmond Leatherette 1 Seater Sofa for Rs.21325 online. Durian Richmond Leatherette 1 Seater Sofa at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Durian
901,Durian Helena Fabric 3 Seater Sofa,108900,"[""http://img6a.flixcart.com/image/sofa-sectional/c/3/a/helena-a-3-plywood-durian-red-red-original-imae8e4zwegnnhgs.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/c/3/a/helena-a-3-chenille-durian-red-red-original-imae998yfmajvfdv.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/c/3/a/helena-a-3-plywood-durian-red-red-original-imae8e4zm6uvzyff.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/c/3/a/helena-a-3-plywood-durian-red-red-original-imae8e4zz5x5egfh.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/g/r/d/helena-a-1-plywood-durian-red-red-original-imae8e4zjfngfw5w.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/c/3/a/helena-a-3-plywood-durian-red-red-original-imae8uhxmsy7g563.jpeg""]","Durian Helena Fabric 3 Seater Sofa (Finish Color - Red)
                         Price: Rs. 70,785
				
			The sofa is the example of perfect wood work of experties.Sofa has been made by the finest material of Solid wood material to bring the modern vibes to any living room area.Sofa flaunts resilient stainless steel legs.Sofa can be the best option to bring
The sofa is the example of perfect wood work of experties.Sofa has been made by the finest material of Solid wood material to bring the modern vibes to any living room area.Sofa flaunts resilient stainless steel legs.Sofa can be the best option to bring",Durian
902,Durian Berry Solid Wood 3 Seater Sofa,48600,"[""http://img5a.flixcart.com/image/sofa-sectional/b/s/j/berry-55001-c-3-plywood-durian-beige-beige-original-imae88khhxahne9v.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/b/s/j/berry-55001-c-3-leatherette-durian-beige-beige-original-imae95yyh9ghafff.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/b/s/j/berry-55001-c-3-plywood-durian-beige-beige-original-imae88khgcbbcahg.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/b/s/j/berry-55001-c-3-plywood-durian-beige-beige-original-imae88khhyywpefc.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/b/s/j/berry-55001-c-3-plywood-durian-beige-beige-original-imae88khrektjmh7.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/b/s/j/berry-55001-c-3-plywood-durian-beige-beige-original-imae8uhxmeuufnda.jpeg""]",Buy Durian Berry Solid Wood 3 Seater Sofa for Rs.31590 online. Durian Berry Solid Wood 3 Seater Sofa at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Durian
903,ARRA Solid Wood 2 Seater Sofa,16900,"[""http://img5a.flixcart.com/image/sofa-sectional/q/f/w/arra0180-cherry-hardwood-arra-purple-purple-1100x1100-imaebsffescaygaf.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/q/f/w/arra0180-cherry-hardwood-arra-purple-purple-original-imaebsffescaygaf.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/q/f/w/arra0180-cherry-hardwood-arra-purple-purple-original-imaebsf3tgm3w6f7.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/q/f/w/arra0180-cherry-hardwood-arra-purple-purple-original-imaeduucgygcczjg.jpeg"", ""http://img6a.flixcart.com/image/sofa-sectional/q/f/w/arra0180-cherry-hardwood-arra-purple-purple-original-imaebsffkytpj2f2.jpeg"", ""http://img5a.flixcart.com/image/sofa-sectional/q/f/w/arra0180-cherry-hardwood-arra-purple-purple-original-imaebsffvahcwc2h.jpeg""]",Buy ARRA Solid Wood 2 Seater Sofa for Rs.16900 online. ARRA Solid Wood 2 Seater Sofa at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,ARRA
904,Vitalwalls Without Frame Canvas Painting,1749,"[""http://img6a.flixcart.com/image/painting/q/z/m/scenery-335-45cm-vitalwalls-1100x1100-imaeecz37dsxyqk4.jpeg"", ""http://img5a.flixcart.com/image/painting/q/z/m/scenery-335-45cm-vitalwalls-original-imaeecz37dsxyqk4.jpeg""]","Vitalwalls Without Frame Canvas Painting (35 inch x 24 inch)
                         Price: Rs. 1,549
				
			Premium Canvas Art Print, Ready to Frame. This Art Print is a Best Seller. This Painting is a exquisite Painting by the Famous Artist. The canvas print is sure to add beauty and aesthetics to your space.This Art print offers beautiful color accuracy on a high-quality canvas that is ready for framing. Giclée (French for “to spray”) is a printing process where millions of ink droplets are sprayed onto the canvas surface creating natural color transitions. Size: 60 cm x 86.5 cm, Best Selling Art Print. High Quality Canvas with Long Lasting Ink. In the Box: Ready To Frame, Digital Colour Correct, Colour Fast Print on Canvas.(Without Frame)
Premium Canvas Art Print, Ready to Frame. This Art Print is a Best Seller. This Painting is a exquisite Painting by the Famous Artist. The canvas print is sure to add beauty and aesthetics to your space.This Art print offers beautiful color accuracy on a high-quality canvas that is ready for framing. Giclée (French for “to spray”) is a printing process where millions of ink droplets are sprayed onto the canvas surface creating natural color transitions. Size: 60 cm x 86.5 cm, Best Selling Art Print. High Quality Canvas with Long Lasting Ink. In the Box: Ready To Frame, Digital Colour Correct, Colour Fast Print on Canvas.(Without Frame)",Vitalwalls
905,Tao Communications Acrylic Painting,2800,"[""http://img5a.flixcart.com/image/painting/f/g/c/cx040-tao-communications-original-imaecw9ebzwkzqag.jpeg"", ""http://img6a.flixcart.com/image/painting/f/g/c/cx040-tao-communications-original-imaecw9ebzwkzqag.jpeg""]","Tao Communications Acrylic Painting (15 inch x 12 inch)
                         Price: Rs. 1,800
				
			Acrylic And Ink On Canvas
Acrylic And Ink On Canvas",Tao Communications
906,Wallmantra Christ The Redeemer Framed Print Canvas Painting,2299,"[""http://img5a.flixcart.com/image/painting/3/r/p/wmfp038-s-wallmantra-original-imae8jrkvwaw8ymr.jpeg"", ""http://img6a.flixcart.com/image/painting/3/r/p/wmfp038-s-wallmantra-original-imae8jrkvwaw8ymr.jpeg"", ""http://img5a.flixcart.com/image/painting/f/t/t/wmfp123-s-wallmantra-original-imae8czvzk56fhuv.jpeg""]","Wallmantra Christ The Redeemer Framed Print Canvas Painting (16 inch x 21 inch)
                         Price: Rs. 1,749
				
			This Beautiful Rendition Of The Redeemer Is A Jewel In Your Scheme Of Interiors. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.
This Beautiful Rendition Of The Redeemer Is A Jewel In Your Scheme Of Interiors. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.",Wallmantra
907,Tallenge Christmas Collection - Christmas Tree With Yellow Background - Gallery Wrap Canvas Painting,2499,"[""http://img6a.flixcart.com/image/painting/z/a/m/1511p-pfch0076-cpglw15x15-tallenge-1100x1100-imaedz44ssw4dzhg.jpeg"", ""http://img5a.flixcart.com/image/painting/z/a/m/1511p-pfch0076-cpglw15x15-tallenge-original-imaedz44ssw4dzhg.jpeg"", ""http://img5a.flixcart.com/image/painting/z/a/m/1511p-pfch0076-cpglw15x15-tallenge-original-imaedgxgevpgjg6a.jpeg"", ""http://img6a.flixcart.com/image/painting/a/r/w/tlsa013-cprll-tallenge-original-imaedm5hcyd55hbz.jpeg""]","Tallenge Christmas Collection - Christmas Tree With Yellow Background - Gallery Wrap Canvas Painting (15 inch x 15 inch)
                         Price: Rs. 1,799
				
			The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!
The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!",Tallenge
908,Wallmantra Cute Kitty Framed Print Canvas Painting,2299,"[""http://img5a.flixcart.com/image/painting/r/s/u/wmfp025-s-wallmantra-original-imae8jrkvxyhygvb.jpeg"", ""http://img6a.flixcart.com/image/painting/r/s/u/wmfp025-s-wallmantra-original-imae8jrkvxyhygvb.jpeg"", ""http://img5a.flixcart.com/image/painting/f/t/t/wmfp123-s-wallmantra-original-imae8czvzk56fhuv.jpeg""]","Wallmantra Cute Kitty Framed Print Canvas Painting (16 inch x 21 inch)
                         Price: Rs. 1,749
				
			Drip Your Interiors With Adorability With This Framed Print Of A Cute Kitty. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.
Drip Your Interiors With Adorability With This Framed Print Of A Cute Kitty. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.",Wallmantra
909,Tallenge Christmas Collection - Echoes Of Winter - Gallery Wrap Canvas Painting,2499,"[""http://img5a.flixcart.com/image/painting/h/4/h/1511p-pfch0097-cpglw15x15-tallenge-1100x1100-imaedz44uuynzbst.jpeg"", ""http://img5a.flixcart.com/image/painting/h/4/h/1511p-pfch0097-cpglw15x15-tallenge-original-imaedz44uuynzbst.jpeg"", ""http://img5a.flixcart.com/image/painting/h/4/h/1511p-pfch0097-cpglw15x15-tallenge-original-imaedgxghrscwtms.jpeg"", ""http://img6a.flixcart.com/image/painting/a/r/w/tlsa013-cprll-tallenge-original-imaedm5hcyd55hbz.jpeg""]","Tallenge Christmas Collection - Echoes Of Winter - Gallery Wrap Canvas Painting (15 inch x 15 inch)
                         Price: Rs. 1,799
				
			The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!
The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!",Tallenge
